gene_id	gene_name	GLL63_V_S8	GLL63_D_S15	GLL65_V_S69	GLL65_D_S48	GLL67_V_S74	GLL67_D_S22	GLL69_V_S39	GLL69_D_S11
ENSG00000187240	DYNC2H1	6.3275150995175355	6.208807741277906	6.329636368285197	6.254702294136963	6.233790660936443	6.201627236515163	6.296061349307617	6.342319584445408
ENSG00000187244	BCAM	7.033881019030382	7.041047033272159	7.049603526255108	7.163009511297769	7.087539043734708	7.062106129424964	6.885109853447802	6.883160852187276
ENSG00000187257	RSBN1L	4.968045489868341	5.045585556062261	5.009886275356498	4.9687909212517045	4.901277104338181	4.8540125127592315	4.979797331376038	4.810353616262103
ENSG00000187266	EPOR	3.4268859669834315	3.7470614176743293	3.7310747396460675	3.7087855961194505	3.8573195371690994	3.687094310823563	3.4147108022242922	3.6983678915727753
ENSG00000187325	TAF9B	6.191006977233766	6.0104170440083315	6.181839023496871	5.986188074904386	6.016734403542452	5.940823729126942	6.045568455103373	5.8119181013198515
ENSG00000187372	PCDHB13	4.6506995625508525	4.716723869232529	4.901623188978195	4.9891009823952865	5.087584016659717	4.993004050378342	5.049477861288298	4.916057378221879
ENSG00000187391	MAGI2	0.6524969158618106	0.7781724355821682	0.4320290579013646	-0.4347481757028353	0.3383805075283508	1.3915533863939067	0.8020335205070803	1.344043650746762
ENSG00000187446	CHP1	7.364802626695001	7.468238507820448	7.548437743285088	7.373549551465946	7.405792595590475	7.349277308070306	7.500235629119087	7.2733923392036175
ENSG00000187486	KCNJ11	1.2768395294274515	1.814992160630243	1.885307373637696	1.9180488644306077	1.2768395294274515	1.5572685263066255	1.4761182985286636	1.6334608576647756
ENSG00000187514	PTMA	9.124929017292922	9.124929017292922	8.931855964138318	9.135498200723974	9.167809414135716	9.201069265645442	9.18987364753351	9.043734771124655
ENSG00000187522	HSPA14	4.297924468067438	4.461752292933351	4.431495416670252	4.210858216346075	4.12013269914072	4.021159404088588	4.3281687522349115	4.221910222784553
ENSG00000187531	SIRT7	4.256116194281894	4.425776009553396	4.3667603501266035	4.19743462539228	4.321849919108764	4.161078399165087	4.315532899540392	4.4081228782090625
ENSG00000187534	PRR13P5	2.2918436792309658	2.129968106469076	2.062702614504785	2.3307171404731735	2.1341284073961915	2.3955337723442534	2.5151439889150895	1.5872979059170294
ENSG00000187535	IFT140	4.49525669281106	4.669170718096135	4.93893094220178	4.91503489484814	5.012102477302374	5.131959283709927	4.8640397451387	4.898510922477001
ENSG00000187554	TLR5	2.660720042405649	2.335502216792567	2.6778362168919827	2.75338981211797	3.056154319125205	2.794454555327925	2.366944306853361	2.455970231721693
ENSG00000187555	USP7	6.7090076064233815	6.70190101721634	6.835213720857681	6.754568046075612	6.872538968209831	6.835213720857681	6.866349092254085	6.822156312183173
ENSG00000187566	NHLRC1	1.2466827084430872	0.9384222313646662	1.3509994959915987	0.8020335205070803	0.3383805075283508	1.1443902371605472	0.9639477543704809	1.2768395294274515
ENSG00000187601	MAGEH1	2.4875040621697515	2.3568756082967535	2.264818305456231	2.474529065156523	2.545341611735647	2.423203148694091	2.1567952606108407	2.2343849754151983
ENSG00000187605	TET3	4.991956514175303	4.943177105724771	4.911881806952727	4.740190153460237	5.070131421712048	4.852691556407853	4.914030136469679	4.995710935377538
ENSG00000187607	ZNF286A	3.5334624469403577	3.5750347816343577	3.294532700653952	3.38880847485383	3.247163883962804	3.24948690286192	3.642590700558881	3.469669465504638
ENSG00000187609	EXD3	3.3108273741753185	3.4264492106843143	3.5273028493514005	3.5571789766035575	3.5467413987125456	3.3408172445417077	3.2331857005993263	3.507516925745836
ENSG00000187624	C17orf97	1.1382700533624615	0.9870683137037828	0.7504957417235216	1.2277923312303392	0.6524969158618106	0.9870683137037828	0.8626545333476816	1.6657974368792954
ENSG00000187626	ZKSCAN4	2.990593789011648	2.8007071262314835	2.7827261173795286	3.0196863929334405	2.9700365487426037	3.105481894617748	2.9989152781042008	2.925687961467353
ENSG00000187630	DHRS4L2	2.926920962506578	2.6991232858916936	3.0921255916476995	3.0090188998156586	3.1697155425259242	3.1816858493706945	3.088397159997794	2.75338981211797
ENSG00000187634	SAMD11	3.834958521652509	3.7066829699331594	3.8307109532444037	3.9272302252788105	3.883765402215306	3.8265565785067412	3.767935804161275	3.5701579800317615
ENSG00000187650	VMAC	1.969132202284631	1.8541999542563397	2.5975479149827434	2.3788252386520408	2.130888533907211	2.3603149314948375	1.7073105037239125	2.3955337723442534
ENSG00000187676	B3GLCT	2.23829170010265	2.313480878832814	2.4149675755232076	2.266323753225121	2.669031546658043	1.950166182466329	2.336827687473031	2.498678515527601
ENSG00000187713	TMEM203	5.398558607864616	5.614686356174335	5.490515880316584	5.4343498168052395	5.330930211136781	5.411209008527395	5.4060541103839	5.459310694589305
ENSG00000187720	THSD4	6.0532158960311415	6.000296543153155	5.907003335540808	6.056030587814839	6.241160795796919	6.252076014846665	6.176587918853398	6.173035629514709
ENSG00000187735	TCEA1	6.8322718399527655	6.867362223688305	6.727646193947973	6.8998200449318325	6.778040296135664	6.758208243218533	6.805799610397347	7.04342749020044
ENSG00000187736	NHEJ1	1.915886799660003	2.030263612937315	2.0031062759932574	2.1463001258742835	1.969132202284631	2.0778964893431366	2.0022096175921162	1.8918148527309322
ENSG00000187741	FANCA	3.976601689054397	3.838630187594132	4.020796209230231	3.901612225096568	3.99142122227185	3.760397285890121	3.866841960642618	3.8552696733156497
ENSG00000187742	SECISBP2	5.427582442435886	5.382413659670162	5.417595914538556	5.336339617674296	5.364886206876339	5.477268781352262	5.34023566287683	5.23078693663126
ENSG00000187764	SEMA4D	3.7482504904483833	3.8151009513261585	3.421732101107898	3.537206785714373	3.6218191922125973	3.379944924108665	3.6595463631104694	3.3591104352874526
ENSG00000187778	MCRS1	6.130523794225298	6.047168795052041	6.201071634709604	6.120691661955542	6.135244989024965	6.076117625284755	6.138153696553223	6.125960246818856
ENSG00000187790	FANCM	5.155923983679081	5.119097465541663	5.018325579429643	4.90711792625715	4.681442950117053	4.827080042414367	4.913352798548584	5.027976807830463
ENSG00000187792	ZNF70	2.5938508384215355	2.6092109591212918	2.783955228092357	3.1081156975833757	2.668373793939663	2.421047602854873	3.098058328081107	2.5283957529848844
ENSG00000187796	CARD9	2.5001423678979724	3.3177604929986226	3.138584261217944	3.1875536988929727	3.1880550631159785	3.224128235866144	3.1880550631159785	2.8335194709410594
ENSG00000187801	ZFP69B	1.0078316842485835	0.8430400398309312	1.1245781888818946	1.6735354833285427	1.6010968926097653	1.5513746415324188	0.8626545333476816	1.9738007155695851
ENSG00000187837	H1-2	8.324975732173051	8.275421980817764	8.21905250180389	8.371758256652846	8.237485200598293	8.285137944092037	8.11119951814969	8.557615361597751
ENSG00000187840	EIF4EBP1	4.82322021865423	4.728227940699963	4.7314469285108505	4.888706890371035	4.76304826442253	4.865443576879604	5.0060318748473795	4.904710078483391
